Id,SalePrice
1458,11.71940010552341
1459,11.988062221939298
1460,12.141335492794209
1461,12.210814557750862
1462,12.14775204624424
1463,12.061269614740961
1464,12.078680016213626
1465,12.016745103739133
1466,12.152455938846996
1467,11.72291140735435
1468,12.148304408440548
1469,11.468711627411771
1470,11.462350597603166
1471,11.90150391164175
1472,11.655873565923917
1473,12.79447018952535
1474,12.426021661948758
1475,12.564447215572715
1476,12.57306321777552
1477,13.156403444304273
1478,12.689936672159991
1479,12.242518448531625
1480,12.063100320352504
1481,12.005671253113448
1482,12.114275802123919
1483,12.177793211496692
1484,12.725549959983494
1485,12.407198244471047
1486,12.215834423072282
1487,12.382725850949038
1488,12.161679884245837
1489,11.443247563431559
1490,12.137345692203626
1491,12.579039311548105
1492,12.56471295360301
1493,12.385882251728244
1494,12.105577379555005
1495,12.014069879266476
1496,11.98774829814423
1497,11.957031427876398
1498,12.082521657946426
1499,11.868545959772629
1500,12.63490812370361
1501,12.393194012780032
1502,12.327674700942824
1503,12.136040924352397
1504,12.443470285364674
1505,12.207757049810471
1506,11.988684467861592
1507,11.886458383887254
1508,11.891771053205368
1509,12.068108576568893
1510,11.915105307027666
1511,11.992596295848438
1512,12.142970938313105
1513,11.913067668423503
1514,12.032727280303053
1515,11.774224407167164
1516,12.28683089592944
1517,11.794387150271742
1518,11.818537516647654
1519,12.069549075960564
1520,11.65584032566334
1521,11.753166356354207
1522,11.734325081149413
1523,11.654052714791488
1524,11.54530788204878
1525,11.827575345120419
1526,11.927822682084013
1527,12.113814999129465
1528,11.47620120747818
1529,11.462491523581209
1530,11.895191302495155
1531,11.715498532863396
1532,11.907004705551756
1533,11.582675597728876
1534,11.029970034515056
1535,11.966292665728549
1536,12.136677252069067
1537,11.41707051240584
1538,11.86770418348698
1539,11.85768534048256
1540,12.21253895098982
1541,11.339801494516513
1542,11.613246819769866
1543,11.774156697991382
1544,11.799006968699302
1545,11.83595848953342
1546,11.671139184582554
1547,11.825014853892684
1548,11.587128249764481
1549,11.869044245413356
